,Date,Persian_Date,Open,Low,High,Close
225,2021/04/20,1400/01/31,"238,190","233,640","238,280","233,740"
226,2021/04/19,1400/01/30,"238,830","238,170","238,860","238,170"
227,2021/04/18,1400/01/29,"239,900","238,750","240,000","238,820"
228,2021/04/17,1400/01/28,"239,930","239,860","240,000","239,930"
229,2021/04/15,1400/01/26,"240,920","239,860","241,010","239,870"
230,2021/04/14,1400/01/25,"240,800","240,790","242,390","242,350"
231,2021/04/13,1400/01/24,"243,020","240,790","243,060","240,900"
232,2021/04/12,1400/01/23,"242,920","242,520","243,740","242,960"
233,2021/04/11,1400/01/22,"241,950","241,860","243,930","242,850"
234,2021/04/10,1400/01/21,"242,890","241,860","243,570","241,880"
235,2021/04/08,1400/01/19,"244,730","244,620","244,730","244,660"
236,2021/04/07,1400/01/18,"247,150","244,620","247,170","244,620"
237,2021/04/06,1400/01/17,"244,100","244,010","247,170","247,110"
238,2021/04/05,1400/01/16,"242,660","242,630","245,310","244,050"
239,2021/04/04,1400/01/15,"244,700","242,630","244,710","242,720"
240,2021/04/08,1400/01/19,"244,730","244,620","244,730","244,660"
241,2021/04/07,1400/01/18,"247,150","244,620","247,170","244,620"
242,2021/04/06,1400/01/17,"244,100","244,010","247,170","247,110"
243,2021/04/05,1400/01/16,"242,660","242,630","245,310","244,050"
244,2021/04/04,1400/01/15,"244,700","242,630","244,710","242,720"
245,2021/04/03,1400/01/14,"252,010","244,600","252,100","244,650"
246,2021/04/01,1400/01/12,"252,040","251,990","252,100","252,100"
247,2021/03/31,1400/01/11,"252,550","251,990","252,550","252,040"
248,2021/03/30,1400/01/10,"252,340","252,240","257,120","252,540"
249,2021/03/28,1400/01/08,"247,510","247,470","252,350","252,330"
250,2021/03/27,1400/01/07,"239,640","239,550","247,580","247,560"
251,2021/03/18,1399/12/28,"240,410","239,550","240,430","239,630"
252,2021/03/17,1399/12/27,"240,920","240,320","240,950","240,400"
253,2021/03/16,1399/12/26,"239,200","239,100","241,380","240,890"
254,2021/03/15,1399/12/25,"239,200","239,100","239,210","239,170"
255,2021/03/14,1399/12/24,"241,810","239,100","241,880","239,170"
256,2021/03/13,1399/12/23,"242,400","241,770","243,850","241,770"
257,2021/03/10,1399/12/20,"242,100","241,240","242,710","242,420"
258,2021/03/09,1399/12/19,"243,240","241,050","244,280","242,070"
259,2021/03/08,1399/12/18,"239,960","239,850","244,610","243,210"
260,2021/03/07,1399/12/17,"242,800","239,850","242,810","239,900"
261,2021/03/06,1399/12/16,"246,580","242,700","246,770","242,710"
262,2021/03/04,1399/12/14,"246,700","246,530","246,790","246,610"
263,2021/03/03,1399/12/13,"244,330","244,330","247,910","246,680"
264,2021/03/02,1399/12/12,"247,580","244,280","247,590","244,370"
265,2021/03/01,1399/12/11,"247,030","246,960","249,500","247,480"
266,2021/02/28,1399/12/10,"252,430","246,960","252,440","247,050"
267,2021/02/27,1399/12/09,"248,150","248,110","253,720","252,400"
268,2021/02/24,1399/12/06,"246,510","246,410","252,520","248,210"
269,2021/02/23,1399/12/05,"241,810","241,790","246,520","246,420"
270,2021/03/10,1399/12/20,"242,100","241,240","242,710","242,420"
271,2021/03/09,1399/12/19,"243,240","241,050","244,280","242,070"
272,2021/03/08,1399/12/18,"239,960","239,850","244,610","243,210"
273,2021/03/07,1399/12/17,"242,800","239,850","242,810","239,900"
274,2021/03/06,1399/12/16,"246,580","242,700","246,770","242,710"
275,2021/03/04,1399/12/14,"246,700","246,530","246,790","246,610"
276,2021/03/03,1399/12/13,"244,330","244,330","247,910","246,680"
277,2021/03/02,1399/12/12,"247,580","244,280","247,590","244,370"
278,2021/03/01,1399/12/11,"247,030","246,960","249,500","247,480"
279,2021/02/28,1399/12/10,"252,430","246,960","252,440","247,050"
280,2021/02/27,1399/12/09,"248,150","248,110","253,720","252,400"
281,2021/02/24,1399/12/06,"246,510","246,410","252,520","248,210"
282,2021/02/23,1399/12/05,"241,810","241,790","246,520","246,420"
283,2021/02/22,1399/12/04,"242,510","241,790","243,750","241,880"
284,2021/02/21,1399/12/03,"249,970","242,400","250,030","242,530"
285,2021/02/20,1399/12/02,"251,750","249,920","252,250","249,990"
286,2021/02/18,1399/11/30,"251,710","251,640","253,620","251,710"
287,2021/02/17,1399/11/29,"249,780","249,740","251,850","251,750"
288,2021/02/16,1399/11/28,"249,820","249,740","249,850","249,740"
289,2021/02/15,1399/11/27,"249,780","249,740","249,850","249,740"
290,2021/02/14,1399/11/26,"249,830","249,740","249,850","249,770"
291,2021/02/13,1399/11/25,"247,040","246,940","249,850","249,810"
292,2021/02/11,1399/11/23,"245,960","245,940","247,050","246,960"
293,2021/02/09,1399/11/21,"238,970","238,940","241,050","241,030"
294,2021/02/08,1399/11/20,"237,050","236,940","237,050","236,940"
295,2021/02/07,1399/11/19,"237,490","236,940","237,550","236,960"
296,2021/02/06,1399/11/18,"237,520","237,440","237,550","237,550"
297,2021/02/04,1399/11/16,"237,500","237,440","237,550","237,470"
298,2021/02/03,1399/11/15,"238,680","237,640","238,750","237,660"
299,2021/02/02,1399/11/14,"238,650","238,640","238,750","238,710"
300,2021/02/09,1399/11/21,"238,970","238,940","241,050","241,030"
301,2021/02/08,1399/11/20,"237,050","236,940","237,050","236,940"
302,2021/02/07,1399/11/19,"237,490","236,940","237,550","236,960"
303,2021/02/06,1399/11/18,"237,520","237,440","237,550","237,550"
304,2021/02/04,1399/11/16,"237,500","237,440","237,550","237,470"
305,2021/02/03,1399/11/15,"238,680","237,640","238,750","237,660"
306,2021/02/02,1399/11/14,"238,650","238,640","238,750","238,710"
307,2021/02/01,1399/11/13,"239,170","238,640","239,170","238,720"
308,2021/01/31,1399/11/12,"237,180","237,140","239,250","239,210"
309,2021/01/30,1399/11/11,"232,050","232,040","237,250","237,170"
310,2021/01/28,1399/11/09,"234,070","232,040","234,150","232,110"
311,2021/01/27,1399/11/08,"229,150","229,140","234,150","234,130"
312,2021/01/26,1399/11/07,"229,720","229,140","229,750","229,180"
313,2021/01/25,1399/11/06,"224,250","224,240","229,750","229,660"
314,2021/01/24,1399/11/05,"224,340","224,240","224,350","224,340"
315,2021/01/23,1399/11/04,"226,530","224,240","226,530","224,320"
316,2021/01/21,1399/11/02,"226,510","226,440","226,550","226,550"
317,2021/01/20,1399/11/01,"217,940","217,840","227,550","227,520"
318,2021/01/19,1399/10/30,"215,900","203,860","217,950","217,950"
319,2021/01/18,1399/10/29,"229,550","217,900","229,550","218,010"
320,2021/01/16,1399/10/27,"239,540","229,440","239,540","229,470"
321,2021/01/14,1399/10/25,"242,870","239,440","242,950","239,530"
322,2021/01/13,1399/10/24,"248,520","244,940","248,550","244,980"
323,2021/01/12,1399/10/23,"248,540","248,440","248,550","248,440"
324,2021/01/11,1399/10/22,"248,450","248,440","249,550","248,490"
325,2021/01/10,1399/10/21,"248,690","245,840","248,690","248,520"
326,2021/01/09,1399/10/20,"255,550","248,640","255,550","248,660"
327,2021/01/07,1399/10/18,"257,530","255,440","257,550","255,510"
328,2021/01/06,1399/10/17,"259,030","258,440","259,050","258,540"
329,2021/01/05,1399/10/16,"257,740","257,640","259,050","259,020"
330,2021/01/11,1399/10/22,"248,450","248,440","249,550","248,490"
331,2021/01/10,1399/10/21,"248,690","245,840","248,690","248,520"
332,2021/01/09,1399/10/20,"255,550","248,640","255,550","248,660"
333,2021/01/07,1399/10/18,"257,530","255,440","257,550","255,510"
334,2021/01/06,1399/10/17,"259,030","258,440","259,050","258,540"
335,2021/01/05,1399/10/16,"257,740","257,640","259,050","259,020"
336,2021/01/04,1399/10/15,"255,650","255,640","257,750","257,640"
337,2021/01/03,1399/10/14,"256,160","255,640","256,250","255,670"
338,2021/01/02,1399/10/13,"256,990","256,140","257,050","256,190"
339,2020/12/31,1399/10/11,"257,020","256,940","257,050","257,010"
340,2020/12/30,1399/10/10,"256,980","256,940","257,050","257,040"
341,2020/12/29,1399/10/09,"257,440","256,940","257,450","256,960"
342,2020/12/28,1399/10/08,"257,350","257,340","257,450","257,360"
343,2020/12/27,1399/10/07,"257,120","256,840","257,450","257,430"
344,2020/12/26,1399/10/06,"258,570","257,040","258,650","257,110"
345,2020/12/24,1399/10/04,"257,810","257,740","262,050","258,620"
346,2020/12/23,1399/10/03,"255,250","255,140","257,850","257,850"
347,2020/12/22,1399/10/02,"254,460","254,440","255,250","255,160"
348,2020/12/21,1399/10/01,"253,940","252,940","254,550","254,470"
349,2020/12/20,1399/09/30,"255,050","253,940","255,050","253,960"
350,2020/12/19,1399/09/29,"257,440","254,940","257,550","254,990"
351,2020/12/17,1399/09/27,"258,040","257,940","258,050","258,020"
352,2020/12/16,1399/09/26,"258,480","257,940","259,550","258,030"
353,2020/12/15,1399/09/25,"256,960","256,440","258,550","258,540"
354,2020/12/14,1399/09/24,"257,980","256,940","258,050","256,950"
355,2020/12/13,1399/09/23,"259,960","257,940","260,050","258,040"
356,2020/12/12,1399/09/22,"260,750","259,940","260,750","260,050"
357,2020/12/10,1399/09/20,"261,250","260,640","261,250","260,650"
358,2020/12/09,1399/09/19,"255,970","255,940","259,850","259,770"
359,2020/12/08,1399/09/18,"255,980","255,940","256,050","255,940"
360,2020/12/12,1399/09/22,"260,750","259,940","260,750","260,050"
361,2020/12/10,1399/09/20,"261,250","260,640","261,250","260,650"
362,2020/12/09,1399/09/19,"255,970","255,940","259,850","259,770"
363,2020/12/08,1399/09/18,"255,980","255,940","256,050","255,940"
364,2020/12/07,1399/09/17,"256,010","255,940","256,050","255,950"
365,2020/12/06,1399/09/16,"256,950","255,940","257,050","255,950"
366,2020/12/05,1399/09/15,"254,710","254,670","257,050","257,020"
367,2020/12/03,1399/09/13,"254,730","254,640","254,770","254,680"
368,2020/12/02,1399/09/12,"256,190","256,160","256,270","256,230"
369,2020/12/01,1399/09/11,"250,070","245,160","256,270","256,160"
370,2020/11/30,1399/09/10,"245,490","245,460","253,050","250,030"
371,2020/11/29,1399/09/09,"247,560","243,950","247,570","245,510"
372,2020/11/28,1399/09/08,"247,560","247,460","247,570","247,530"
373,2020/11/26,1399/09/06,"248,500","247,460","248,570","247,570"
374,2020/11/25,1399/09/05,"250,490","249,500","250,570","249,500"
375,2020/11/24,1399/09/04,"255,470","250,450","255,560","250,460"
376,2020/11/23,1399/09/03,"256,030","255,450","256,060","255,450"
377,2020/11/22,1399/09/02,"258,470","254,450","258,560","254,530"
378,2020/11/21,1399/09/01,"256,250","256,150","260,560","259,550"
379,2020/11/19,1399/08/29,"256,170","256,150","256,260","256,200"
380,2020/11/18,1399/08/28,"259,020","256,150","259,020","256,220"
381,2020/11/17,1399/08/27,"258,960","258,950","262,060","258,970"
382,2020/11/16,1399/08/26,"260,020","258,950","260,060","258,980"
383,2020/11/15,1399/08/25,"267,480","259,950","267,560","260,030"
384,2020/11/14,1399/08/24,"268,550","267,450","269,560","267,530"
385,2020/11/12,1399/08/22,"269,530","268,450","269,560","268,520"
386,2020/11/11,1399/08/21,"271,040","269,950","271,060","269,990"
387,2020/11/10,1399/08/20,"248,030","247,950","271,060","270,990"
388,2020/11/09,1399/08/19,"234,950","234,950","248,060","247,990"
389,2020/11/08,1399/08/18,"228,900","228,850","235,060","234,990"
390,2020/11/12,1399/08/22,"269,530","268,450","269,560","268,520"
391,2020/11/11,1399/08/21,"271,040","269,950","271,060","269,990"
392,2020/11/10,1399/08/20,"248,030","247,950","271,060","270,990"
393,2020/11/09,1399/08/19,"234,950","234,950","248,060","247,990"
394,2020/11/08,1399/08/18,"228,900","228,850","235,060","234,990"
395,2020/11/07,1399/08/17,"263,450","244,950","263,450","244,990"
396,2020/11/05,1399/08/15,"268,460","263,450","268,560","263,550"
397,2020/11/04,1399/08/14,"282,370","282,350","289,360","289,270"
398,2020/11/02,1399/08/12,"272,020","271,950","282,460","282,420"
399,2020/11/01,1399/08/11,"268,670","266,950","272,060","272,060"
400,2020/10/31,1399/08/10,"277,260","268,650","277,260","268,720"
401,2020/10/29,1399/08/08,"277,460","277,450","277,560","277,500"
402,2020/10/28,1399/08/07,"282,300","278,450","282,360","278,470"
403,2020/10/27,1399/08/06,"279,770","279,750","285,360","282,250"
404,2020/10/26,1399/08/05,"289,960","279,750","289,990","279,860"
405,2020/10/24,1399/08/03,"293,820","289,950","293,860","290,000"
406,2020/10/22,1399/08/01,"292,780","292,750","294,860","293,750"
407,2020/10/21,1399/07/30,"275,470","274,450","290,860","288,020"
408,2020/10/20,1399/07/29,"308,990","275,450","309,060","275,460"
409,2020/10/19,1399/07/28,"318,450","308,950","318,560","309,030"
410,2020/10/18,1399/07/27,"317,030","316,950","320,060","318,560"
411,2020/10/15,1399/07/24,"317,000","316,950","317,060","317,040"
412,2020/10/14,1399/07/23,"312,990","312,950","315,860","315,000"
413,2020/10/13,1399/07/22,"304,040","303,950","315,060","313,020"
414,2020/10/12,1399/07/21,"311,520","301,950","311,560","303,960"
415,2020/10/11,1399/07/20,"299,480","299,450","311,560","311,450"
416,2020/10/10,1399/07/19,"291,970","291,950","299,560","299,560"
417,2020/10/07,1399/07/16,"291,990","291,950","292,060","292,020"
418,2020/10/06,1399/07/15,"281,970","281,950","292,060","292,000"
419,2020/10/05,1399/07/14,"269,960","269,450","282,060","281,990"
420,2020/10/15,1399/07/24,"317,000","316,950","317,060","317,040"
421,2020/10/14,1399/07/23,"312,990","312,950","315,860","315,000"
422,2020/10/13,1399/07/22,"304,040","303,950","315,060","313,020"
423,2020/10/12,1399/07/21,"311,520","301,950","311,560","303,960"
424,2020/10/11,1399/07/20,"299,480","299,450","311,560","311,450"
425,2020/10/10,1399/07/19,"291,970","291,950","299,560","299,560"
426,2020/10/07,1399/07/16,"291,990","291,950","292,060","292,020"
427,2020/10/06,1399/07/15,"281,970","281,950","292,060","292,000"
428,2020/10/05,1399/07/14,"269,960","269,450","282,060","281,990"
429,2020/10/04,1399/07/13,"284,550","269,950","284,560","269,950"
430,2020/10/03,1399/07/12,"289,030","284,450","289,060","284,490"
431,2020/10/01,1399/07/10,"287,990","287,990","289,060","289,040"
432,2020/09/30,1399/07/09,"285,040","284,950","287,560","287,520"
433,2020/09/29,1399/07/08,"289,450","284,950","289,560","285,020"
434,2020/09/28,1399/07/07,"287,060","286,950","289,560","289,470"
435,2020/09/27,1399/07/06,"285,020","284,950","287,060","287,000"
436,2020/09/26,1399/07/05,"278,030","277,950","287,560","285,060"
437,2020/09/24,1399/07/03,"278,000","277,950","278,060","277,970"
438,2020/09/23,1399/07/02,"271,990","271,950","278,060","277,980"
439,2020/09/22,1399/07/01,"269,480","269,450","272,060","272,030"
440,2020/09/21,1399/06/31,"273,060","268,450","273,060","269,450"
441,2020/09/20,1399/06/30,"264,500","264,450","273,060","272,980"
442,2020/09/19,1399/06/29,"267,990","264,450","268,060","264,480"
443,2020/09/17,1399/06/27,"266,020","265,950","268,560","267,970"
444,2020/09/16,1399/06/26,"265,980","265,950","266,060","265,980"
445,2020/09/15,1399/06/25,"235,850","235,810","266,060","266,020"
446,2020/09/14,1399/06/24,"234,370","234,310","235,920","235,920"
447,2020/09/13,1399/06/23,"231,620","231,510","234,420","234,390"
448,2020/09/12,1399/06/22,"228,020","227,910","231,620","231,570"
449,2020/09/10,1399/06/20,"227,910","227,910","228,020","228,000"
450,2020/09/14,1399/06/24,"234,370","234,310","235,920","235,920"
451,2020/09/13,1399/06/23,"231,620","231,510","234,420","234,390"
452,2020/09/12,1399/06/22,"228,020","227,910","231,620","231,570"
453,2020/09/10,1399/06/20,"227,910","227,910","228,020","228,000"
454,2020/09/09,1399/06/19,"227,460","227,410","227,520","227,490"
455,2020/09/08,1399/06/18,"225,920","225,910","227,520","227,520"
456,2020/09/07,1399/06/17,"225,950","225,910","226,020","225,970"
457,2020/09/06,1399/06/16,"224,450","224,410","226,020","226,020"
458,2020/09/05,1399/06/15,"224,450","224,410","224,520","224,520"
459,2020/09/03,1399/06/13,"225,020","224,410","225,020","224,520"
460,2020/09/02,1399/06/12,"229,020","226,910","229,020","226,960"
461,2020/09/01,1399/06/11,"231,430","228,910","234,020","229,000"
462,2020/08/31,1399/06/10,"231,020","230,410","231,520","231,520"
463,2020/08/30,1399/06/09,"230,980","230,910","231,020","230,930"
464,2020/08/27,1399/06/06,"231,020","230,910","231,020","231,020"
465,2020/08/26,1399/06/05,"224,710","224,710","230,020","229,960"
466,2020/08/25,1399/06/04,"224,790","224,710","224,820","224,790"
467,2020/08/24,1399/06/03,"225,020","224,710","225,020","224,820"
468,2020/08/23,1399/06/02,"224,940","224,910","225,020","224,970"
469,2020/08/22,1399/06/01,"224,970","224,910","225,020","225,020"
470,2020/08/20,1399/05/30,"223,950","223,910","225,020","225,020"
471,2020/08/19,1399/05/29,"224,960","223,910","225,020","223,930"
472,2020/08/18,1399/05/28,"224,420","224,410","225,520","225,020"
473,2020/08/17,1399/05/27,"218,970","218,910","224,520","224,490"
474,2020/08/16,1399/05/26,"218,970","218,910","219,020","219,020"
475,2020/08/15,1399/05/25,"220,520","220,410","220,520","220,520"
476,2020/08/13,1399/05/23,"219,520","219,410","220,520","220,500"
477,2020/08/12,1399/05/22,"216,800","216,710","218,020","218,020"
478,2020/08/11,1399/05/21,"209,930","209,910","216,820","216,820"
479,2020/08/10,1399/05/20,"217,960","207,910","218,020","209,910"
480,2020/08/15,1399/05/25,"220,520","220,410","220,520","220,520"
481,2020/08/13,1399/05/23,"219,520","219,410","220,520","220,500"
482,2020/08/12,1399/05/22,"216,800","216,710","218,020","218,020"
483,2020/08/11,1399/05/21,"209,930","209,910","216,820","216,820"
484,2020/08/10,1399/05/20,"217,960","207,910","218,020","209,910"
485,2020/08/09,1399/05/19,"229,980","217,910","230,020","218,020"
486,2020/08/06,1399/05/16,"229,970","229,910","230,020","230,020"
487,2020/08/05,1399/05/15,"223,020","222,910","227,020","227,020"
488,2020/08/04,1399/05/14,"219,020","218,910","223,020","222,960"
489,2020/08/03,1399/05/13,"217,000","216,910","219,020","218,990"
490,2020/08/02,1399/05/12,"212,940","212,910","217,020","217,020"
491,2020/08/01,1399/05/11,"207,940","207,910","213,020","213,020"
492,2020/07/30,1399/05/09,"207,990","207,910","208,020","208,020"
493,2020/07/29,1399/05/08,"204,930","204,910","205,020","204,990"
494,2020/07/28,1399/05/07,"205,020","204,910","205,020","204,920"
495,2020/07/27,1399/05/06,"202,980","202,910","205,020","204,910"
496,2020/07/26,1399/05/05,"202,940","202,910","203,020","202,950"
497,2020/07/25,1399/05/04,"203,020","202,910","203,020","203,020"
498,2020/07/23,1399/05/02,"203,000","202,910","203,020","202,910"
499,2020/07/22,1399/05/01,"204,430","203,410","204,520","203,430"
500,2020/07/21,1399/04/31,"225,920","204,410","226,020","204,520"
501,2020/07/20,1399/04/30,"231,020","225,910","231,020","226,020"
502,2020/07/19,1399/04/29,"230,980","230,910","231,020","230,950"
503,2020/07/18,1399/04/28,"230,930","230,910","231,020","230,970"
504,2020/07/16,1399/04/26,"229,520","229,410","231,020","231,020"
505,2020/07/15,1399/04/25,"227,480","227,410","229,520","229,410"
506,2020/07/14,1399/04/24,"227,430","227,410","227,520","227,460"
507,2020/07/13,1399/04/23,"225,460","225,410","227,520","227,420"
508,2020/07/12,1399/04/22,"222,520","222,410","225,520","225,520"
509,2020/07/11,1399/04/21,"221,930","220,410","222,520","222,410"
510,2020/07/15,1399/04/25,"227,480","227,410","229,520","229,410"
511,2020/07/14,1399/04/24,"227,430","227,410","227,520","227,460"
512,2020/07/13,1399/04/23,"225,460","225,410","227,520","227,420"
513,2020/07/12,1399/04/22,"222,520","222,410","225,520","225,520"
514,2020/07/11,1399/04/21,"221,930","220,410","222,520","222,410"
515,2020/07/09,1399/04/19,"221,940","221,910","222,020","222,020"
516,2020/07/08,1399/04/18,"217,460","217,410","222,020","222,020"
517,2020/07/07,1399/04/17,"218,450","216,410","218,520","217,520"
518,2020/07/06,1399/04/16,"216,460","216,410","218,520","218,520"
519,2020/07/05,1399/04/15,"209,020","208,910","216,520","216,470"
520,2020/07/04,1399/04/14,"189,470","189,410","209,020","208,910"
521,2020/07/02,1399/04/12,"189,520","189,410","189,520","189,520"
522,2020/07/01,1399/04/11,"189,850","189,410","189,920","189,440"
523,2020/06/30,1399/04/10,"190,440","189,810","190,520","189,920"
524,2020/06/29,1399/04/09,"190,520","190,410","190,520","190,520"
525,2020/06/28,1399/04/08,"188,520","188,410","190,520","190,430"
526,2020/06/27,1399/04/07,"188,520","188,410","188,520","188,410"
527,2020/06/25,1399/04/05,"191,510","188,410","191,620","188,430"
528,2020/06/24,1399/04/04,"195,890","192,910","195,970","193,020"
529,2020/06/23,1399/04/03,"187,930","187,910","195,970","195,970"
530,2020/06/22,1399/04/02,"187,910","187,910","188,020","188,020"
531,2020/06/21,1399/04/01,"185,950","185,910","188,020","188,020"
532,2020/06/20,1399/03/31,"183,490","183,410","186,020","186,020"
533,2020/06/18,1399/03/29,"183,500","183,410","183,610","183,500"
534,2020/06/16,1399/03/27,"178,850","178,800","182,110","182,100"
535,2020/06/15,1399/03/26,"177,530","177,500","178,910","178,800"
536,2020/06/14,1399/03/25,"177,600","177,500","177,610","177,600"
537,2020/06/13,1399/03/24,"177,550","177,500","177,610","177,560"
538,2020/06/11,1399/03/22,"177,500","177,500","177,610","177,500"
539,2020/06/10,1399/03/21,"169,350","169,300","172,610","172,500"
540,2020/06/15,1399/03/26,"177,530","177,500","178,910","178,800"
541,2020/06/14,1399/03/25,"177,600","177,500","177,610","177,600"
542,2020/06/13,1399/03/24,"177,550","177,500","177,610","177,560"
543,2020/06/11,1399/03/22,"177,500","177,500","177,610","177,500"
544,2020/06/10,1399/03/21,"169,350","169,300","172,610","172,500"
545,2020/06/09,1399/03/20,"169,360","169,300","169,410","169,300"
546,2020/06/08,1399/03/19,"169,300","169,300","169,410","169,390"
547,2020/06/07,1399/03/18,"169,800","169,300","169,800","169,340"
548,2020/06/06,1399/03/17,"170,800","169,800","170,810","169,830"
549,2020/06/02,1399/03/13,"170,700","170,700","170,810","170,700"
550,2020/06/01,1399/03/12,"171,080","170,700","171,110","170,770"
551,2020/05/31,1399/03/11,"171,000","171,000","171,110","171,000"
552,2020/05/30,1399/03/10,"170,500","170,500","171,110","171,040"
553,2020/05/28,1399/03/08,"170,580","170,500","170,610","170,610"
554,2020/05/27,1399/03/07,"173,100","171,500","173,110","171,580"
555,2020/05/26,1399/03/06,"173,040","173,000","173,110","173,000"
556,2020/05/23,1399/03/03,"173,020","173,000","173,110","173,000"
557,2020/05/21,1399/03/01,"173,000","173,000","173,110","173,050"
558,2020/05/20,1399/02/31,"171,550","171,500","173,110","173,100"
559,2020/05/19,1399/02/30,"172,040","171,500","172,110","171,500"
560,2020/05/18,1399/02/29,"170,200","170,200","172,110","172,000"
561,2020/05/17,1399/02/28,"168,050","168,000","170,310","170,310"
562,2020/05/16,1399/02/27,"168,500","168,000","168,610","168,000"
563,2020/05/14,1399/02/25,"168,550","168,500","168,610","168,540"
564,2020/05/13,1399/02/24,"166,020","166,000","168,610","168,610"
565,2020/05/12,1399/02/23,"165,060","165,000","166,110","166,000"
566,2020/05/11,1399/02/22,"162,080","162,000","165,110","165,000"
567,2020/05/10,1399/02/21,"158,000","158,000","162,110","162,100"
568,2020/05/09,1399/02/20,"157,050","157,000","158,110","158,040"
569,2020/05/07,1399/02/18,"157,000","157,000","157,110","157,000"
570,2020/05/13,1399/02/24,"166,020","166,000","168,610","168,610"
571,2020/05/12,1399/02/23,"165,060","165,000","166,110","166,000"
572,2020/05/11,1399/02/22,"162,080","162,000","165,110","165,000"
573,2020/05/10,1399/02/21,"158,000","158,000","162,110","162,100"
574,2020/05/09,1399/02/20,"157,050","157,000","158,110","158,040"
575,2020/05/07,1399/02/18,"157,000","157,000","157,110","157,000"
576,2020/05/06,1399/02/17,"156,110","156,000","157,110","157,110"
577,2020/05/05,1399/02/16,"156,100","156,000","156,110","156,000"
578,2020/05/04,1399/02/15,"156,080","156,000","156,110","156,070"
579,2020/05/03,1399/02/14,"156,080","156,000","156,110","156,000"
580,2020/05/02,1399/02/13,"156,030","156,000","156,110","156,050"
581,2020/04/30,1399/02/11,"156,100","156,000","156,110","156,000"
582,2020/04/29,1399/02/10,"155,520","155,500","155,610","155,500"
583,2020/04/28,1399/02/09,"156,060","155,500","156,110","155,500"
584,2020/04/27,1399/02/08,"156,000","156,000","156,110","156,000"
585,2020/04/26,1399/02/07,"155,090","155,000","156,110","156,100"
586,2020/04/25,1399/02/06,"155,000","155,000","155,110","155,000"
587,2020/04/23,1399/02/04,"155,040","155,000","155,110","155,030"
588,2020/04/22,1399/02/03,"153,530","153,500","155,110","155,000"
589,2020/04/21,1399/02/02,"152,580","152,500","153,610","153,500"
590,2020/04/20,1399/02/01,"152,500","152,500","152,610","152,560"
591,2020/04/19,1399/01/31,"153,560","152,500","153,610","152,590"
592,2020/04/18,1399/01/30,"155,030","153,500","155,110","153,500"
593,2020/04/16,1399/01/28,"155,000","155,000","155,110","155,000"
594,2020/04/15,1399/01/27,"156,030","156,000","156,110","156,080"
595,2020/04/14,1399/01/26,"156,030","156,000","156,110","156,000"
0,2020/04/13,1399/01/25,"156,040","155,990","156,110","156,000"
1,2020/04/12,1399/01/24,"155,990","155,990","156,100","155,990"
2,2020/04/11,1399/01/23,"156,010","155,990","156,100","156,040"
3,2020/04/08,1399/01/20,"157,060","155,990","157,100","156,090"
4,2020/04/07,1399/01/19,"157,100","156,990","157,100","156,990"
5,2020/04/06,1399/01/18,"158,010","156,990","158,100","156,990"
6,2020/04/05,1399/01/17,"157,970","157,950","158,100","158,030"
7,2020/04/04,1399/01/16,"149,050","148,950","159,050","157,950"
8,2020/04/02,1399/01/14,"148,980","148,950","149,050","148,960"
9,2020/03/18,1398/12/28,"157,540","148,950","157,550","149,030"
10,2020/03/17,1398/12/27,"156,520","156,450","157,550","157,450"
11,2020/03/16,1398/12/26,"147,970","147,950","156,550","156,550"
12,2020/03/15,1398/12/25,"147,980","147,950","148,050","148,030"
13,2020/03/14,1398/12/24,"148,470","147,000","148,550","148,050"
14,2020/03/12,1398/12/22,"148,460","148,450","148,550","148,510"
15,2020/03/11,1398/12/21,"148,500","148,450","148,550","148,550"
16,2020/03/10,1398/12/20,"150,950","150,950","151,050","151,050"
17,2020/03/09,1398/12/19,"152,000","151,950","152,050","152,030"
18,2020/03/07,1398/12/17,"149,970","149,950","150,050","149,960"
19,2020/03/05,1398/12/15,"152,500","149,950","152,550","149,950"
20,2020/03/04,1398/12/14,"153,790","153,750","153,850","153,790"
21,2020/03/03,1398/12/13,"153,730","153,210","153,810","153,350"
22,2020/03/02,1398/12/12,"155,510","155,410","155,510","155,430"
23,2020/03/01,1398/12/11,"150,510","150,410","151,510","151,510"
24,2020/02/29,1398/12/10,"156,970","148,910","157,010","148,980"
25,2020/02/27,1398/12/08,"156,990","156,910","157,010","157,010"
26,2020/02/26,1398/12/07,"147,940","147,910","156,010","155,910"
27,2020/02/25,1398/12/06,"147,060","146,910","148,010","148,010"
28,2020/02/24,1398/12/05,"147,490","146,990","147,580","146,990"
29,2020/02/23,1398/12/04,"145,370","145,290","147,580","147,550"
30,2020/03/16,1398/12/26,"147,970","147,950","156,550","156,550"
31,2020/03/15,1398/12/25,"147,980","147,950","148,050","148,030"
32,2020/03/14,1398/12/24,"148,470","147,000","148,550","148,050"
33,2020/03/12,1398/12/22,"148,460","148,450","148,550","148,510"
34,2020/03/11,1398/12/21,"148,500","148,450","148,550","148,550"
35,2020/03/10,1398/12/20,"150,950","150,950","151,050","151,050"
36,2020/03/09,1398/12/19,"152,000","151,950","152,050","152,030"
37,2020/03/07,1398/12/17,"149,970","149,950","150,050","149,960"
38,2020/03/05,1398/12/15,"152,500","149,950","152,550","149,950"
39,2020/03/04,1398/12/14,"153,790","153,750","153,850","153,790"
